split,file,question,gt_answer,llm_answer,correct
interpolate,numbers__place_value_composed.txt,"Suppose 4*d = 18 - 10. Suppose -13 - 13 = -d*z. Suppose l + 7 = k - z, k + 4*l - 30 = 0. What is the units digit of k?",2,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmprdmg4x_8.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,numbers__place_value_composed.txt,"Suppose -f = -4*h + 2*f + 277, -f + 71 = h. What is the tens digit of (h + -8)*13/2?",0,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp20qo0rkb.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,numbers__place_value_composed.txt,Let h(b) = 194*b + 2. Let m(w) = 2*w - 4. Let v be m(3). What is the units digit of h(v)?,0,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmppawzpveb.py"", line 10, in <module>
    result = h(v)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmppawzpveb.py"", line 2, in h
    return b + 194 * b + 2
               ~~~~^~~
TypeError: unsupported operand type(s) for *: 'int' and 'function'
",False
interpolate,numbers__place_value_composed.txt,Let p = 24753 + -15606. What is the units digit of p?,7,5,False
interpolate,numbers__place_value_composed.txt,Let n = -164 - -170. What is the hundreds digit of (-24)/36 - (-2512)/n?,4,600000,False
interpolate,numbers__place_value_composed.txt,"Suppose 41 - 74 = -3*j. Suppose 1730 = 5*t + 2*l, -1371 = -4*t - 10*l + j*l. What is the tens digit of t?",4,5,False
interpolate,numbers__round_number.txt,What is 1428961.67 rounded to the nearest 100000?,1400000,5,False
interpolate,numbers__round_number.txt,Round -198.792 to the nearest ten thousand.,0,5,False
interpolate,numbers__round_number.txt,What is 784498990 rounded to the nearest 1000000?,784000000,5,False
interpolate,numbers__round_number.txt,What is 296.82509 rounded to one dp?,296.8,5,False
interpolate,numbers__round_number.txt,Round 5134.8982 to the nearest 10.,5130,5,False
interpolate,numbers__round_number.txt,What is 11521.0529 rounded to the nearest integer?,11521,2,False
interpolate,numbers__round_number.txt,Round 170843.798 to the nearest 10.,170840,5,False
interpolate,numbers__round_number.txt,Round -319.79823 to the nearest ten.,-320,5,False
interpolate,numbers__round_number.txt,Round -6.6029647 to one decimal place.,-6.6,5,False
interpolate,numbers__round_number.txt,What is -0.000014017659 rounded to five dps?,-0.00001,5,False
interpolate,numbers__round_number_composed.txt,Let p(r) = -27*r**3 + 16*r**2 + 54*r - 79. Let c be p(-21). What is c rounded to the nearest 10000?,260000,-502,False
interpolate,numbers__round_number_composed.txt,Let m = 247 + -170. Let t = m + -170. Let h = 93.00000212 + t. What is h rounded to 7 dps?,0.0000021,170.00000212,False
interpolate,numbers__round_number_composed.txt,Let y = -2.465 + -1708.135. What is y rounded to the nearest ten?,-1710,-1710.6,False
interpolate,numbers__round_number_composed.txt,Let m = -288014262.000113 + 288014414. Let t = 152 - m. Round t to five dps.,0.00011,0.0,False
interpolate,numbers__round_number_composed.txt,Let z(q) = -5800*q**2 + 115*q - 40. Let k be z(16). Round k to the nearest 100000.,-1500000,5,False
interpolate,numbers__round_number_composed.txt,Let x = 149 + -478. Let q = x + 328.9999743. What is q rounded to five decimal places?,-0.00003,5,False
interpolate,numbers__round_number_composed.txt,Let n = 10484853647178744475 - 10484853713782812388.99999779. Let p = n - -66604067591. Let j = -323 - p. What is j rounded to 7 decimal places?,-0.0000022,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpqkl4zvsz.py"", line 2, in <module>
    j = -323 - p
               ^
NameError: name 'p' is not defined
",False
interpolate,numbers__round_number_composed.txt,Let i = -1.43 - -160.43. Let v = i - 158.9979. Round v to three decimal places.,0.002,5,False
interpolate,numbers__round_number_composed.txt,Let b = 23.1 - 10.3. Let o = b - 12.7999995. What is o rounded to six dps?,0.000001,5,False
interpolate,numbers__round_number_composed.txt,Let o = 38.4 - 36.6. Let s = -3470 - -3468.201. Let j = s + o. Round j to 3 decimal places.,0.001,5,False
interpolate,polynomials__add.txt,Let x(n) = 67 - 26*n. Let a(i) = 176 - 78*i. Give -4*a(m) + 11*x(m).,26*m + 33,-7936,False
interpolate,polynomials__add.txt,Let t(c) = 36 - 4631*c. Let k(s) = 1543*s - 13. What is -11*k(x) - 4*t(x)?,1551*x - 1,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpye251a12.py"", line 7, in <module>
    result = calculate_result(36, 1543)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpye251a12.py"", line 4, in calculate_result
    result += t[i] * k[i]
              ~^^^
TypeError: 'int' object is not subscriptable
",False
interpolate,polynomials__add.txt,Let n(d) = 5*d + 2. Let g(t) = -4*t - 60 - 62 + 254 - 67 - 66. Give 6*g(j) + 5*n(j).,j + 4,-21,False
interpolate,polynomials__add.txt,Let x(q) = 2 - 4*q. Let w(o) = 7 - 11*o. Let j be (28 - 38)/(2/(16/(-10))). Determine j*x(l) - 3*w(l).,l - 5,8.0,False
interpolate,polynomials__add.txt,Let l(t) = 7*t**3 - 8*t**2 - 8*t. Let u(n) = -n**3 + n**2 + n. Let r be 7 + (4 - 12/4*3) + 3. Determine r*l(i) + 40*u(i).,-5*i**3,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp__7sw_ti.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__add.txt,Let a(h) = -78*h - 52. Let o(v) = -v - 1. Suppose 0 = -7*j + 19 - 48 + 22. Give j*a(k) + 52*o(k).,26*k,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpipmoofjz.py"", line 3, in <module>
    c = -v - 1
         ^
NameError: name 'v' is not defined
",False
interpolate,polynomials__add.txt,Let m(k) = 2*k + 3 + k + 7*k**2 - 8*k**2 + 3*k**2. Let j = 66 - 74. Let h(c) = -6*c**2 - 8*c - 8. Give j*m(g) - 3*h(g).,2*g**2,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpckjdwefg.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__add.txt,Let w(i) = 149*i**3 - 5*i**2 + 13*i + 10. Let n(m) = -147*m**3 + 6*m**2 - 15*m - 12. What is -5*n(f) - 6*w(f)?,-159*f**3 - 3*f,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpp7z_ikth.py"", line 7, in <module>
    result = calculate_result(w, n)
                              ^
NameError: name 'w' is not defined
",False
interpolate,polynomials__add.txt,"Let n(d) = -2*d - 5. Let k be -1*-33*2/6. Let t(o) = 4*o + 9. Suppose a = -s - a, 4*s + 4*a = 12. Calculate k*n(v) + s*t(v).",2*v - 1,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpixg10now.py"", line 22, in <module>
    main()
    ~~~~^^
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpixg10now.py"", line 16, in main
    result = calculate_k_n(n, d, k, t)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpixg10now.py"", line 5, in calculate_k_n
    result += -33*2/6 + 4*a + 9
                          ^
NameError: name 'a' is not defined
",False
interpolate,polynomials__add.txt,Let z(q) = 202 - 31*q. Let a(m) = 67 - 10*m. Calculate 7*a(w) - 2*z(w).,65 - 8*w,210,False
interpolate,polynomials__coefficient_named.txt,Express -283*o + 827 - 3218*o - 827 as k + s*o and give k.,0,5,False
interpolate,polynomials__coefficient_named.txt,Rearrange -47 + 14*y - 16*y**2 - 3*y**2 - 23*y**2 + 41*y**2 to f + h*y + s*y**2 and give h.,14,5,False
interpolate,polynomials__coefficient_named.txt,Express (3 + 2 + 0)*(h - 1 + 1) + (-h - 3*h + 2*h)*(85 + 120 - 17) + (2*h + 0*h - 4*h)*(1 + 3 - 3) as w + z*h and give z.,-373,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp1rr5s74t.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__coefficient_named.txt,Rearrange (-f + 2*f - 1 - 1)*(-f**3 - 5*f**3 + f**3)*(-1 + 18 - 16) to the form x*f**2 + i*f**4 + s*f + z + t*f**3 and give t.,10,5,False
interpolate,polynomials__coefficient_named.txt,Express i**3 - 8*i**3 + i**3 + (-3*i**2 + 3*i**2 - i**3)*(13 + 0 - 3) + 0*i**3 - 9*i**3 - 2*i**3 in the form g*i**2 + v + t*i + p*i**3 and give p.,-27,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpd6847u5o.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__coefficient_named.txt,Express 4*d - 120 + 64 + 61 - 32*d - 84*d as u + p*d and give p.,-112,5,False
interpolate,polynomials__coefficient_named.txt,Express 56*b**4 - 14 - 55*b**4 + 798*b**2 + 12 in the form f*b + d*b**2 + u*b**4 + r + i*b**3 and give r.,-2,5,False
interpolate,polynomials__coefficient_named.txt,Rearrange 3*z**3 - 3 - 106328*z**2 + 2*z + 106318*z**2 + z**3 to the form b*z + s + g*z**2 + t*z**3 and give g.,-10,5,False
interpolate,polynomials__coefficient_named.txt,Rearrange -96*d - 3 - 99*d + 2*d**2 - 25*d + 1 + 0 to the form u*d**2 + m*d + h and give h.,-2,16,False
interpolate,polynomials__coefficient_named.txt,Express (548*t + 48*t - 16*t)*(5 - 2 + 1) + t + 2*t - t as r + j*t and give j.,2322,5,False
interpolate,polynomials__collect.txt,Collect the terms in 2995*t**2 + 1505 - 1505.,2995*t**2,5,False
interpolate,polynomials__collect.txt,Collect the terms in -848 - 892 + 2529 - 839 + 4*k.,4*k - 50,5,False
interpolate,polynomials__collect.txt,Collect the terms in -14807*r**2 + 4*r - 4 - r + 15171*r**2.,364*r**2 + 3*r - 4,5,False
interpolate,polynomials__collect.txt,Collect the terms in 64 + 94 - 24 - 33 - 21*w**2.,101 - 21*w**2,8,False
interpolate,polynomials__collect.txt,Collect the terms in 181*z - 62*z - 57*z + 951 + 962 - 1913 - 59*z.,3*z,10,False
interpolate,polynomials__collect.txt,Collect the terms in -283*q - 134*q - 114*q + 344*q.,-187*q,5,False
interpolate,polynomials__collect.txt,Collect the terms in -9*q**2 + 3*q - 94*q**2 + 110*q**2.,7*q**2 + 3*q,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp3co0ucuw.py"", line 8, in <module>
    result = calculate_result(q)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp3co0ucuw.py"", line 4, in calculate_result
    result += q[i]
              ~^^^
TypeError: 'int' object is not subscriptable
",False
interpolate,polynomials__collect.txt,Collect the terms in -18*i**2 + 7*i**2 + 13*i**2 - 63 - 84 - 15 + 91.,2*i**2 - 71,7,False
interpolate,polynomials__collect.txt,Collect the terms in -485*r + 449 + 124*r + 119*r + 122*r + 119*r.,449 - r,5,False
interpolate,polynomials__collect.txt,Collect the terms in 9399*f + 11007*f + 14458*f - 11203*f.,23661*f,9,False
interpolate,polynomials__compose.txt,Let u(d) = 80*d + 18. Let a(t) = -2*t**2 - 38*t. What is a(u(k))?,-12800*k**2 - 8800*k - 1332,-84,False
interpolate,polynomials__compose.txt,Let h(s) = -15*s. Let y(i) = 238*i. Let a(p) = -63*h(p) - 4*y(p). Let b(x) = 9*x. Let v(f) = -7*a(f) - 5*b(f). Let l(u) = 10*u. What is l(v(d))?,40*d,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp_fm14gf1.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__compose.txt,Let p(o) = 3*o. Let s(z) = -1029676*z - 2. What is p(s(f))?,-3089028*f - 6,1,False
interpolate,polynomials__compose.txt,Let y(v) = -23*v - 1. Let a(m) = -2006*m**2. Give y(a(r)).,46138*r**2 - 1,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmps0k3c5mw.py"", line 1, in <module>
    y = -23*v - 1
            ^
NameError: name 'v' is not defined
",False
interpolate,polynomials__compose.txt,Let r(x) = -2*x. Let i(m) = -4338734*m**2. Give i(r(a)).,-17354936*a**2,5,False
interpolate,polynomials__compose.txt,Let y(t) = 1950*t**2 + 7*t + 0*t - 1952*t**2 + 13*t. Let s(g) = g**2. Let m(d) = 3*d**2. Let v(c) = -m(c) + 5*s(c). Calculate v(y(b)).,8*b**4 - 160*b**3 + 800*b**2,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpk6t3u49w.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__compose.txt,Let c(y) = -2*y**2. Let b(j) = -940*j - 12. Let d(q) = 3240180*q + 41360. Let z(g) = -10340*b(g) - 3*d(g). Give z(c(x)).,1880*x**2,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpu215jzbn.py"", line 1
    c(y) = -2*y**2
    ^^^^
SyntaxError: cannot assign to function call here. Maybe you meant '==' instead of '='?
",False
interpolate,polynomials__compose.txt,Let c(g) = -9*g**2 - 2. Let h(o) = 5*o + 8856. Calculate h(c(d)).,8846 - 45*d**2,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp8gcbagtp.py"", line 1
    def calculate_result(c(g), h(o)):
                          ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__compose.txt,"Suppose j = -4*l - 3, 4*j + 3*l = j + 18. Let o(h) = 6*h - h - j*h + 3*h. Let x(s) = 8*s**2 + 2. Determine x(o(q)).",8*q**2 + 2,5,False
interpolate,polynomials__compose.txt,Let b(k) = k. Let z(f) be the second derivative of 36*f**4 - f**2/2 - 4*f - 87. What is b(z(n))?,432*n**2 - 1,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp5l8xmw4f.py"", line 7, in <module>
    result = second_order_derivative(36, 4)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp5l8xmw4f.py"", line 4, in second_order_derivative
    result += f(i)
              ~^^^
TypeError: 'int' object is not callable
",False
interpolate,polynomials__evaluate.txt,Let l(s) = 2*s**2 + 41*s - 21671. What is l(-115)?,64,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp61shjepw.py"", line 7, in <module>
    result = calculate_result(2)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp61shjepw.py"", line 4, in calculate_result
    result += l[i]
              ~^^^
TypeError: 'int' object is not subscriptable
",False
interpolate,polynomials__evaluate.txt,Let a(h) = 8306*h - 323938. Determine a(39).,-4,5,False
interpolate,polynomials__evaluate.txt,Let t(m) = m**3 + 8*m**2 - 204*m - 1791. Determine t(-11).,90,-1736,False
interpolate,polynomials__evaluate.txt,Let v(i) = 4*i**3 - 4*i**2 - 87*i - 302. Calculate v(-4).,-274,-389,False
interpolate,polynomials__evaluate.txt,Let q(u) = -32*u**2 - 482*u + 50. Calculate q(-14).,526,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpuxt8pb5e.py"", line 1, in <module>
    q = -32*u**2 - 482*u + 50
            ^
NameError: name 'u' is not defined
",False
interpolate,polynomials__evaluate.txt,Let a(m) = 3*m**2 + 90*m + 108. Determine a(0).,108,5,False
interpolate,polynomials__evaluate.txt,Let u(j) = -2*j**3 + 108*j**2 + 713*j + 8. Determine u(-6).,50,1850,False
interpolate,polynomials__evaluate.txt,Let g(s) = 54*s**2 - 22245*s - 1236. Calculate g(412).,0,0,True
interpolate,polynomials__evaluate.txt,Let x(j) = -1003*j**3 - 17*j**2 - 24*j - 7. Calculate x(-1).,1003,1037,False
interpolate,polynomials__evaluate.txt,Let c(y) = 31*y**2 - 304*y + 458. Give c(8).,10,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp4ut7e_7x.py"", line 1, in <module>
    c = 31*y**2 - 304*y + 458
           ^
NameError: name 'y' is not defined
",False
interpolate,polynomials__evaluate_composed.txt,Let n(t) = t**2 - 6*t - 70. Let w be ((30/7)/(-5))/((-6)/84). Give n(w).,2,-78,False
interpolate,polynomials__evaluate_composed.txt,Let g(r) = 6*r**2 - 3 - 2*r**3 + 3*r**3 - 9*r + 0*r. Suppose -22 - 322 = 76*t + 188. Calculate g(t).,11,11,True
interpolate,polynomials__evaluate_composed.txt,Let y(u) = 4*u**2 + 11*u + 9. Let i(j) = -3*j**2 - 12*j - 11. Let c(n) = -3*i(n) - 2*y(n). Give c(-15).,30,-866,False
interpolate,polynomials__evaluate_composed.txt,Let k(u) be the third derivative of -u**5/60 + 5*u**4/8 - 15*u**3/2 - 250*u**2 - 2*u. Give k(12).,-9,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp9sv3am6z.py"", line 4, in <module>
    result = second_order_derivative(u)
                                     ^
NameError: name 'u' is not defined
",False
interpolate,polynomials__evaluate_composed.txt,Let n be ((-10)/(-9) - 0)/(652/(-2934)). Let d(z) be the third derivative of -z**4/24 - 11*z**3/6 + z**2. Give d(n).,-6,3.0,False
interpolate,polynomials__evaluate_composed.txt,"Suppose -g + 41 = 4*p, -2*p - 7*g = -12*g - 15. Let w(x) = -x**3 + 9*x**2 + 10*x + 2. Determine w(p).",2,5,False
interpolate,polynomials__evaluate_composed.txt,Let s(t) = 6*t - 7. Let b(j) = -5 - 1 - 5*j - 4 + 16. Let i(o) = 4*b(o) + 3*s(o). Calculate i(5).,-7,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmprjrtr1ph.py"", line 8, in <module>
    calculate_result(b, i, s)
    ~~~~~~~~~~~~~~~~^^^^^^^^^
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmprjrtr1ph.py"", line 2, in calculate_result
    result = -5 - 1 - 5*j - 4 + 16
                        ^
NameError: name 'j' is not defined
",False
interpolate,polynomials__evaluate_composed.txt,"Let j(v) = v**2 - v + 1. Suppose 196 = 10*x - 6*x. Let h = 49 - x. Suppose 2*y = 4*n - 10, h*y = 4*y - 2*n - 4. Give j(y).",7,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp5_15cddl.py"", line 10, in <module>
    result = j(y)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp5_15cddl.py"", line 2, in j
    return v**2 - v + 1
           ~^^~
TypeError: unsupported operand type(s) for ** or pow(): 'function' and 'int'
",False
interpolate,polynomials__evaluate_composed.txt,Let j(d) be the first derivative of 9*d**2/2 + 7*d + 2. Let k(s) = -22*s - 18. Let u = 306 - 301. Let c(h) = u*k(h) + 12*j(h). Give c(-5).,4,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp7_a89zl0.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,polynomials__evaluate_composed.txt,"Suppose 4*w - 151 = -3*a, 2*w - 5*a + 59 = 3*w. Let z be (149 - 1)*((-66)/(-12) + -5). Let x(j) = z - w - j - 42. Give x(3).",-5,-4,False
interpolate,polynomials__expand.txt,Expand (0 + u + 0)*(4*u**4 + 8*u**2 - 8*u**2) + 3*u**2 - 3*u**2 - u**5 + (-3 + 3 + u**3)*(-3*u**2 + 10*u**2 - u**2).,9*u**5,5,False
interpolate,polynomials__expand.txt,Expand (3*m - 5*m + 0*m)*(1525*m + 9*m**2 - 3012*m + 1505*m) + (-m + 0*m - m)*(m**2 - 2*m**2 + 2*m**2).,-20*m**3 - 36*m**2,5,False
interpolate,polynomials__expand.txt,Expand (41*p - 4 + 4)*(-1 + 0 + 2)*(-3 - 4 + 2).,-205*p,6,False
interpolate,polynomials__expand.txt,Expand (0*a**3 - 2*a**3 - 3*a**3)*(a**2 - 2*a + 2*a) + 55 - 10*a**5 - 107 + 50.,-15*a**5 - 2,5,False
interpolate,polynomials__expand.txt,Expand (5 - 5 - s**2)*(0 + 0 - 1)*(-6 - 3 + 4)*((10 - 8 + 9)*(-3*s + 3*s + s) - 8*s + 3*s - 4*s).,-10*s**3,5,False
interpolate,polynomials__expand.txt,Expand (562*w + 355 - 768 + 416)*(-4*w**3 + 4*w**3 + w**3).,562*w**4 + 3*w**3,5,False
interpolate,polynomials__expand.txt,Expand (f**3 - 7*f**3 + f**3)*(3 - 3*f - 3) - 8 + 8 - 7*f**4 + f**4 - f**4 - 3*f**4 + (-2*f**2 - f**3 + 2*f**2)*(-1 - 2*f + 1) - 2*f**4 + 3*f**4 + f**4.,9*f**4,-13,False
interpolate,polynomials__expand.txt,Expand 31*v**4 + 13*v**4 - 13*v**4 + v**4 + 6*v**2 - 6*v**2 + (-2*v**2 - 2*v**2 + v**2)*(3*v**2 - 6*v**2 + v**2) - 3*v**4 + 2*v**4 - v**4.,36*v**4,5,False
interpolate,polynomials__expand.txt,Expand (2*a**2 - a**2 - 3*a**2)*(3*a**2 - 2*a**2 - 4*a**2 + (-4*a + 3*a - a)*(5*a - a - 3*a) - 5*a**2 - 27*a**2 + 13*a**2 + (-a - a + 0*a)*(-2 - a + 2)).,44*a**4,5,False
interpolate,polynomials__expand.txt,Expand -l**3 + 0*l**2 + 0*l**2 + 656*l**2 + 1 + 2*l**3 - 239*l + 415*l - 174*l + (-2*l + 2 - 2)*(-l**2 - 3*l**2 + 2*l**2).,5*l**3 + 656*l**2 + 2*l + 1,3,False
interpolate,polynomials__simplify_power.txt,Simplify (r**(25/3)*r**(1/4)/(r*((r*r**(-3/7)/r*r*r)/r)/r))/(r**(-20)/((r/(r*r/(r*r*r/r**(-5)*r)))/(r**1*r))) assuming r is positive.,r**(2857/84),5,False
interpolate,polynomials__simplify_power.txt,Simplify (k**(-2/3)*k**(2/17))/(k**2/k**1)**(4/29) assuming k is positive.,k**(-1016/1479),5,False
interpolate,polynomials__simplify_power.txt,Simplify ((u*(u/(u/(u*u**(1/7))*u))/u)**39*u/(u**(-2/15)*u*u)*u/(u/(u/(u**(4/7)/u))))**(14/9) assuming u is positive.,u**(1288/135),5,False
interpolate,polynomials__simplify_power.txt,Simplify (((i**30)**(-34))**15)**34 assuming i is positive.,i**(-520200),5,False
interpolate,polynomials__simplify_power.txt,Simplify (w**3)**25/(((w*w*w*w**1*w)/w**(-2/7))/(w**(-4)*w**3)) assuming w is positive.,w**(481/7),105.00292556897766,False
interpolate,polynomials__simplify_power.txt,Simplify ((u/(u/(u**1*u)))/u)/(u/u**(-5))*u**(-30)*(u**2/u)/u*u*u**3/u*u*u**(2/3)*u*u/(u/(u*(u**(2/5)/u)/u*u)) assuming u is positive.,u**(-434/15),60,False
interpolate,polynomials__simplify_power.txt,Simplify (j**(-7)/(j*j**(-3/10))*j*j**(1/2)*j**(-2/11))**(-1/10) assuming j is positive.,j**(351/550),10,False
interpolate,polynomials__simplify_power.txt,Simplify (w/(w*w*(w*w**(2/7)/w)/w*w*w)*w**1)/w**13*w**5*(w/w**(-3/2)*w*w)/w*w**(-34) assuming w is positive.,w**(-557/14),"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpms0s_a2m.py"", line 4, in <module>
    result = calculate_result(w)
                              ^
NameError: name 'w' is not defined
",False
interpolate,polynomials__simplify_power.txt,Simplify (j**10)**(-7/2)/(((j**(2/11)*j*j)/(j*j*j/(j**(-1/3)*j)*j))/j**(-34)) assuming j is positive.,j**(-2239/33),2.0,False
interpolate,polynomials__simplify_power.txt,Simplify ((((i**(-2)/i)/((i**(1/8)/i)/i))/i**(-6/7))**37)**(-9/5) assuming i is positive.,i**(999/56),3.363585661014858,False
interpolate,probability__swr_p_level_set.txt,"Four letters picked without replacement from {s: 12, k: 8}. Give prob of picking 2 k and 2 s.",616/1615,5,False
interpolate,probability__swr_p_level_set.txt,Calculate prob of picking 3 d and 1 x when four letters picked without replacement from xxdadnnaddddcd.,10/143,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpgpplvebn.py"", line 4, in <module>
    result = calculate_prob(x, n)
                            ^
NameError: name 'x' is not defined
",False
interpolate,probability__swr_p_level_set.txt,Three letters picked without replacement from lqqqqqqqqqqqqqlqq. Give prob of picking 3 q.,91/136,5,False
interpolate,probability__swr_p_level_set.txt,Two letters picked without replacement from yggwwkyvg. What is prob of picking 1 g and 1 y?,1/6,50,False
interpolate,probability__swr_p_level_set.txt,Three letters picked without replacement from lpfpplllplpplvv. Give prob of picking 3 l.,4/91,6,False
interpolate,probability__swr_p_level_set.txt,"Three letters picked without replacement from {t: 1, h: 1, k: 1, a: 3, o: 2, g: 2}. What is prob of picking 2 g and 1 a?",1/40,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp3yo_qrcw.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
interpolate,probability__swr_p_level_set.txt,"Three letters picked without replacement from {s: 9, p: 4}. Give prob of picking 2 s and 1 p.",72/143,5,False
interpolate,probability__swr_p_level_set.txt,Two letters picked without replacement from klkkkkkokookokk. Give prob of picking 2 k.,3/7,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp6yhwi26w.py"", line 7, in <module>
    result = calculate_result(2)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp6yhwi26w.py"", line 4, in calculate_result
    result += num_letters[i]
              ~~~~~~~~~~~^^^
TypeError: 'int' object is not subscriptable
",False
interpolate,probability__swr_p_level_set.txt,What is prob of picking 1 w and 1 q when two letters picked without replacement from sqwwwqwiwiwwi?,7/39,5,False
interpolate,probability__swr_p_level_set.txt,"What is prob of picking 1 b and 1 h when two letters picked without replacement from {g: 2, b: 10, h: 1}?",5/39,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp00a5wsy_.py"", line 1
    def prob_of_picking_1_b_and_1_h_when_two_letters_picked_without_replacement_from_g:
                                                                                      ^
SyntaxError: expected '('
",False
interpolate,probability__swr_p_sequence.txt,Two letters picked without replacement from dfdoydycdoyhofff. What is prob of sequence yd?,1/20,5,False
interpolate,probability__swr_p_sequence.txt,"Calculate prob of sequence ve when two letters picked without replacement from {a: 2, v: 4, g: 4, e: 3}.",1/13,5,False
