split,file,question,gt_answer,llm_answer,correct
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 6, what is -4 + -250143151?",-250143155,6,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 4, what is 2003 - 102003032?",-102001023,4,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 3, what is 10 - 1120022100010?",-1120022100000,3,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 13, what is 5a2 - 1c3c?",-166a,13,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 8, what is -136 - 470637?",-470775,8,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 16, what is -1d + 82aa2?",82a85,16,False
interpolate,arithmetic__add_sub_multiple.txt,-17 + (-19 - -30 - 16),-22,-17,False
interpolate,arithmetic__add_sub_multiple.txt,Calculate -11 - (-18 + 16 - 8) - -43.,42,-11,False
interpolate,arithmetic__add_sub_multiple.txt,What is 12 + 4 + -8 + (2 + 28 - 25)?,13,12,False
interpolate,arithmetic__add_sub_multiple.txt,(6 + (2 - 3) - -1) + (-298 - -188) + 139,35,6,False
interpolate,arithmetic__add_sub_multiple.txt,Evaluate -4 + 4 + (0 + 13 - 8 - 1) + -31.,-27,-4,False
interpolate,arithmetic__add_sub_multiple.txt,(-29 - ((-26 - 3) + 9)) + 0 + 9,0,-29,False
interpolate,arithmetic__add_sub_multiple.txt,Calculate -46 + 76 - 33 - (2 + 0 + -10).,5,-46,False
interpolate,arithmetic__add_sub_multiple.txt,Evaluate -2 + -2 + -14 + (-4 + 6 - -1).,-15,-2,False
interpolate,arithmetic__add_sub_multiple.txt,What is 27 - (-23 - -29 - -5)?,16,27,False
interpolate,arithmetic__add_sub_multiple.txt,-21 + 15 + 54 - (23 + -1),26,-21,False
interpolate,arithmetic__div.txt,Divide 2932425 by -65165.,-45,2932425,False
interpolate,arithmetic__div.txt,What is -7839483 divided by -7279?,1077,-7839483,False
interpolate,arithmetic__div.txt,Calculate 4467450 divided by 171825.,26,4467450,False
interpolate,arithmetic__div.txt,-1821866 divided by 1006,-1811,-1821866,False
interpolate,arithmetic__div.txt,What is 2403 divided by -6802?,-2403/6802,2403,False
interpolate,arithmetic__div.txt,Calculate 18943093 divided by 1.,18943093,18943093,True
interpolate,arithmetic__div.txt,What is -219808 divided by 13738?,-16,-219808,False
interpolate,arithmetic__div.txt,Divide 2862406 by -5.,-2862406/5,2862406,False
interpolate,arithmetic__div.txt,Divide 944565 by 944565.,1,944565,False
interpolate,arithmetic__div.txt,-7965321 divided by 4,-7965321/4,-7965321,False
interpolate,arithmetic__mixed.txt,What is the value of (10/3 - (13 - (-275)/(-345))) + 9?,3/23,10,False
interpolate,arithmetic__mixed.txt,What is the value of 2317/(-329) + ((-74)/(-10) - 198/495)?,-2/47,2317,False
interpolate,arithmetic__mixed.txt,Calculate (-819)/39 - -2*156/24.,-8,-819,False
interpolate,arithmetic__mixed.txt,What is the value of 85/(-3060)*-2214*((-4)/(-6) + 0)?,41,85,False
interpolate,arithmetic__mixed.txt,What is (-6116)/(-121) + (-28)/(-231)*(-126)/28?,50,-6116,False
interpolate,arithmetic__mixed.txt,Evaluate -4 - ((-8)/(-3) - ((-1158)/126 - -18)).,15/7,-4,False
interpolate,arithmetic__mixed.txt,What is the value of 890/(-2225) + ((-20)/30)/(2 + 2/(-3))?,-9/10,890,False
interpolate,arithmetic__mixed.txt,((-16)/10)/((-1764)/60 + 17),4/31,-16,False
interpolate,arithmetic__mixed.txt,What is (-6)/228*4 + (-6888)/266?,-26,-6,False
interpolate,arithmetic__mixed.txt,Evaluate (-1*9/12)/(6/28)*8256/(-14448).,2,-1,False
interpolate,arithmetic__mul.txt,-4.7*-139147,653990.9,-4.7,False
interpolate,arithmetic__mul.txt,Work out -2118813 * -6.,12712878,-2118813,False
interpolate,arithmetic__mul.txt,1 * 3962009,3962009,1,False
interpolate,arithmetic__mul.txt,What is the product of -0.18 and 354260?,-63766.8,-0.18,False
interpolate,arithmetic__mul.txt,What is the product of 470.15 and -0.021?,-9.87315,470.15,False
interpolate,arithmetic__mul.txt,-3010044 times 0.2,-602008.8,-3010044,False
interpolate,arithmetic__mul.txt,What is -0.2 times -1842531?,368506.2,-0.2,False
interpolate,arithmetic__mul.txt,Product of -0.09 and -2410.25.,216.9225,-0.09,False
interpolate,arithmetic__mul.txt,What is -13834 times 0.0759?,-1050.0006,-13834,False
interpolate,arithmetic__mul.txt,Product of 0 and -2721960.,0,0,True
interpolate,arithmetic__mul_div_multiple.txt,(-28)/112*(-184)/115,2/5,-28,False
interpolate,arithmetic__mul_div_multiple.txt,What is the value of 588/(-21)*520/1092?,-40/3,588,False
interpolate,arithmetic__mul_div_multiple.txt,Evaluate ((-372)/(-310))/((-38)/(-532)*((-12)/10)/2).,-28,-372,False
interpolate,arithmetic__mul_div_multiple.txt,Evaluate (-18)/555*(-750)/(-300).,-3/37,-18,False
interpolate,arithmetic__mul_div_multiple.txt,What is the value of 1/((-56)/(-252)*-117)?,-1/26,1,False
interpolate,arithmetic__mul_div_multiple.txt,Evaluate (14/10)/(-16*28/(-4480)).,14,14,True
interpolate,arithmetic__mul_div_multiple.txt,Calculate 6*(-2)/3*(-225)/900.,1,6,False
interpolate,arithmetic__mul_div_multiple.txt,(((-198)/(-28))/(234/273))/((-27)/18),-11/2,-198,False
interpolate,arithmetic__mul_div_multiple.txt,What is the value of (-29)/609*-140*(-4)/(-32)?,5/6,-29,False
interpolate,arithmetic__mul_div_multiple.txt,What is (-4)/42*1*((-102837)/(-1888))/(-249)?,1/48,-4,False
interpolate,arithmetic__nearest_integer_root.txt,What is the fifth root of 58269046 to the nearest integer?,36,58269046,False
interpolate,arithmetic__nearest_integer_root.txt,What is the square root of 5198349 to the nearest integer?,2280,5198349,False
interpolate,arithmetic__nearest_integer_root.txt,"What is 73505748 to the power of 1/2, to the nearest integer?",8574,73505748,False
interpolate,arithmetic__nearest_integer_root.txt,What is the fourth root of 31556789 to the nearest integer?,75,31556789,False
interpolate,arithmetic__nearest_integer_root.txt,What is the seventh root of 86445816 to the nearest integer?,14,86445816,False
interpolate,arithmetic__nearest_integer_root.txt,What is the third root of 46565949 to the nearest integer?,360,46565949,False
interpolate,arithmetic__nearest_integer_root.txt,What is the third root of 43758974 to the nearest integer?,352,43758974,False
interpolate,arithmetic__nearest_integer_root.txt,"What is 79421751 to the power of 1/3, to the nearest integer?",430,79421751,False
interpolate,arithmetic__nearest_integer_root.txt,"What is 19884476 to the power of 1/2, to the nearest integer?",4459,19884476,False
interpolate,arithmetic__nearest_integer_root.txt,"What is 2191024 to the power of 1/7, to the nearest integer?",8,2191024,False
interpolate,arithmetic__simplify_surd.txt,Simplify ((sqrt(12) - sqrt(132)/(1*sqrt(11))) + (2*sqrt(432) - sqrt(432)))/((sqrt(384) - -2*sqrt(384))*-5*1).,-sqrt(2)/20,12,False
interpolate,arithmetic__simplify_surd.txt,Simplify (-6*((sqrt(300) + 1)*-4 + 1*(-1 + sqrt(300)))*5)**2.,270000*sqrt(3) + 2452500,-6,False
interpolate,arithmetic__simplify_surd.txt,Simplify (sqrt(1700) + -2)*-5*1 + (-2 + 6*2*sqrt(68))**2.,9806 - 146*sqrt(17),1700,False
interpolate,arithmetic__simplify_surd.txt,Simplify 3 + ((sqrt(1000)*1)/((sqrt(66)/sqrt(3))/sqrt(11)) + (2*sqrt(405) + 3 - sqrt(405))*-4)**2.,624*sqrt(5) + 3527,3,False
interpolate,arithmetic__simplify_surd.txt,Simplify (4 + (0 + sqrt(171) + -1 + sqrt(171) + -3)*-6 + 5 + -5)**2.,25408 - 2016*sqrt(19),4,False
interpolate,arithmetic__simplify_surd.txt,Simplify (sqrt(550)/(sqrt(11)*3) + sqrt(450) + 1 + sqrt(450))**2 + (-2 + sqrt(300)/sqrt(6) + sqrt(350)/(sqrt(7)*3 - sqrt(7)))**2.,100*sqrt(2)/3 + 38215/18,550,False
interpolate,arithmetic__simplify_surd.txt,Simplify (1 + (sqrt(637)*-1 + -1 + -3 - (-5 + 4 + sqrt(637)*-2)))**2*-5.,-3205 + 140*sqrt(13),1,False
interpolate,arithmetic__simplify_surd.txt,Simplify (4 + -1*(sqrt(612) + 2) + (-1*-1*sqrt(612) - (0 + sqrt(612)*-1)))**2 + -2.,24*sqrt(17) + 614,4,False
interpolate,arithmetic__simplify_surd.txt,Simplify (-6*((sqrt(5500) - sqrt(5500)*1) + sqrt(5500))*-6)/(sqrt(180) + (sqrt(180) - sqrt(180)*2 - sqrt(180))*2 + sqrt(180)).,-30*sqrt(11),-6,False
interpolate,arithmetic__simplify_surd.txt,Simplify 3 + 3*sqrt(405)*-1 + (-3*(sqrt(405) + 2))**2 + 3 + 0.,297*sqrt(5) + 3687,3,False
interpolate,calculus__differentiate.txt,Differentiate 1357887*o - 15411724.,1357887,1357887,True
interpolate,calculus__differentiate.txt,Find the second derivative of -1246*f*k**2 + 6*f*k + 280486*f + 5583*k**2 - 2*k wrt k.,11166 - 2492*f,-1246,False
interpolate,calculus__differentiate.txt,What is the third derivative of -320*c**3*q**3 - 13073*c**3*q**2 - 4821407*c**2*q**3 + q**3 wrt c?,-1920*q**3 - 78438*q**2,-320,False
interpolate,calculus__differentiate.txt,Find the second derivative of -115*v**4 + v**3 + 445*v**2 - 81816*v + 3.,-1380*v**2 + 6*v + 890,-115,False
interpolate,calculus__differentiate.txt,Find the third derivative of -2*j*w**4 + 15*j*w**3 - 4112*j*w + 42585*w**3 - 159*w**2 wrt w.,-48*j*w + 90*j + 255510,-2,False
interpolate,calculus__differentiate.txt,What is the first derivative of 10472341*l*m**2*q**3 - l*m**2*q**2 - m**2 + 13511*q**3 - 54*q wrt l?,10472341*m**2*q**3 - m**2*q**2,10472341,False
interpolate,calculus__differentiate.txt,Find the third derivative of -1755159*b**4 + 5*b**3 - 1190288*b**2 - 4*b.,30 - 42123816*b,-1755159,False
interpolate,calculus__differentiate.txt,What is the third derivative of 15022035*g**3 - 14839056*g**2 wrt g?,90132210,15022035,False
interpolate,calculus__differentiate.txt,What is the first derivative of -127*i**3 - 50537*i**2 + 7614638 wrt i?,-381*i**2 - 101074*i,-127,False
interpolate,calculus__differentiate.txt,What is the second derivative of 3366122*v**2 - 6582776*v - 1?,6732244,3366122,False
interpolate,calculus__differentiate_composed.txt,Find the second derivative of 52*c - 2938*c**3 - 624*c**2 + 5871*c**3 - 2932*c**3 - 8 + 61*c**2 wrt c.,6*c - 1126,52,False
interpolate,calculus__differentiate_composed.txt,Let b(s) = -2. Let u(f) = -53*f - 5. Let a(v) = -3*b(v) + u(v). Let d(m) = 54*m - 3. Let g(r) = -6*a(r) - 5*d(r). What is the derivative of g(l) wrt l?,48,-2,False
interpolate,calculus__differentiate_composed.txt,Let m(i) be the second derivative of 7*i**4/2 - i**3/6 - 745*i**2 + 23*i + 13. Find the first derivative of m(t) wrt t.,84*t - 1,7,False
interpolate,calculus__differentiate_composed.txt,Suppose -2*l + 17 = 5. Let y(h) = 2*h**2 - 6*h - 15. Let u be y(l). What is the derivative of 2*f**4 + 10*f**4 - 23 + u wrt f?,48*f**3,-2,False
interpolate,calculus__differentiate_composed.txt,Find the third derivative of 2*m**2 - 10264 - 3*m**2 - 330*m**3 + 0*m**5 + 10297 + 2*m**5 - 147*m**3 wrt m.,120*m**2 - 2862,2,False
interpolate,calculus__differentiate_composed.txt,Differentiate -296*v**3 - 518 + 201 - 1052 - 378*v**3 - 550*v**3 with respect to v.,-3672*v**2,-296,False
interpolate,calculus__differentiate_composed.txt,Let w be -1 + (-1 - -2 - 3). Let f be 4 + -2 + w + 6/2. Find the third derivative of -1 - 8*q**f + 1 + 13*q**5 - 8*q**2 wrt q.,780*q**2,-1,False
interpolate,calculus__differentiate_composed.txt,Let j(w) be the third derivative of 653*w**8/168 + 67*w**4/6 + w**3/2 - 21*w**2 + 13. What is the second derivative of j(h) wrt h?,26120*h**3,653,False
interpolate,calculus__differentiate_composed.txt,Suppose -120 = -12*i + 84. Differentiate -i + 2*q - 39 - 27*q**3 + 21 wrt q.,2 - 81*q**2,-120,False
interpolate,calculus__differentiate_composed.txt,Let k(g) = 1074*g**2 + 1511*g - 4. Let f(n) = -5*n**2 - n - 2. Let y(i) = -2*f(i) + k(i). What is the second derivative of y(s) wrt s?,2168,1074,False
interpolate,comparison__closest.txt,"What is the closest to 2/3 in 1, -0.24, -0.3, 0.46, -439?",0.46,2,False
interpolate,comparison__closest.txt,"What is the closest to -1.25 in 1, -1, -5, 1.1, 7/6?",-1,-1.25,False
interpolate,comparison__closest.txt,"What is the nearest to 3791 in -1.06, 1, 4?",4,3791,False
interpolate,comparison__closest.txt,"What is the closest to 0.1 in 834, 0.11, 21/4?",0.11,0.1,False
interpolate,comparison__closest.txt,Which is the nearest to -2/5?  (a) 0.117  (b) -4  (c) -0.26516,c,-2,False
interpolate,comparison__closest.txt,"What is the closest to -1/9 in -4, -2, 1052/35?",-2,-1,False
interpolate,comparison__closest.txt,"What is the nearest to 0.12 in 0.3, -0.1, -193885?",0.3,0.12,False
interpolate,comparison__closest.txt,"What is the closest to -1/7 in -3/5, -187, 0.93, -2, -3/8?",-3/8,-1,False
interpolate,comparison__closest.txt,Which is the nearest to 1?  (a) 0.11  (b) 3  (c) 2  (d) -3  (e) -9685,a,1,False
interpolate,comparison__closest.txt,Which is the closest to 1/2?  (a) -83  (b) 0.047  (c) -7  (d) -0.5  (e) 0.37,e,1,False
interpolate,comparison__closest_composed.txt,"Suppose -118 = -4*z - 6. Suppose -4*h - z = -5*l + l, 2*l + 4*h = -16. Let o be (-17)/7 + 14/490*15. What is the nearest to o in l, 3, -5?",-5,-118,False
interpolate,comparison__closest_composed.txt,"Let s = 0.715 + 1.285. What is the closest to 1 in -3, -2.4, s, -0.4?",s,0.715,False
interpolate,comparison__closest_composed.txt,"Let c = 7 - 17. Let v be ((100/(-15))/c)/(4/(-3)). Let q = 0.49 - 0.09. What is the nearest to q in 1/2, v, 1/5?",1/2,7,False
interpolate,comparison__closest_composed.txt,"Let u = -129.8 + 129.9. What is the closest to u in -5/8, -1, -1.2?",-5/8,-129.8,False
interpolate,comparison__closest_composed.txt,"Let p = -1644 - -1645. What is the nearest to 0.3 in -1/3, 0.3, p?",0.3,-1644,False
interpolate,comparison__closest_composed.txt,"Let o = 680 + -682. What is the closest to -0.05 in o, -4, 6, 5?",o,680,False
interpolate,comparison__closest_composed.txt,"Let c = -4.1 + 0.1. Let a be 34/(-24)*(54 - 51) - -4. What is the nearest to c in a, 3, 1/2?",a,-4.1,False
interpolate,comparison__closest_composed.txt,Let p = -8849 + 8849.2. Let z = -1763/45 - -197/5. Which is the nearest to 0.04?  (a) z  (b) -0.2  (c) p,c,-8849,False
interpolate,comparison__closest_composed.txt,"Let d be 2/(-7) - 78/(-126). Let a = 182/621 - 10/69. Let v = a + -46/189. What is the nearest to 0.1 in 0.3, v, d?",v,2,False
interpolate,comparison__closest_composed.txt,Let z = 658 + -658. Which is the nearest to -17/3?  (a) 1  (b) z  (c) -3/11,c,658,False
interpolate,comparison__kth_biggest.txt,Which is the second biggest value?  (a) -2/23  (b) -0.09  (c) 11248  (d) 0.4  (e) 2/9,d,-2,False
interpolate,comparison__kth_biggest.txt,"What is the second biggest value in 0.5, -165, -5, 4, -2/11, 0.3, -3/29?",0.5,0.5,True
interpolate,comparison__kth_biggest.txt,Which is the fourth smallest value?  (a) 0.7  (b) -5/6  (c) -14/3  (d) 2/231,a,0.7,False
interpolate,comparison__kth_biggest.txt,"What is the fourth biggest value in -1, 1.9, -16652, -8?",-16652,-1,False
interpolate,comparison__kth_biggest.txt,Which is the sixth biggest value?  (a) -0.2  (b) 3  (c) -0.16  (d) -1  (e) -0.75  (f) -2/19,d,-0.2,False
interpolate,comparison__kth_biggest.txt,Which is the biggest value?  (a) -1  (b) -0.1  (c) -253  (d) 274,d,-1,False
interpolate,comparison__kth_biggest.txt,Which is the biggest value?  (a) 3  (b) -0.0642  (c) 6.111,c,3,False
interpolate,comparison__kth_biggest.txt,Which is the sixth smallest value?  (a) 1/2  (b) 12  (c) -1/6  (d) -1/3  (e) -7/2  (f) 3  (g) -25,f,1,False
interpolate,comparison__kth_biggest.txt,Which is the third smallest value?  (a) -66  (b) 1/62  (c) -0.5  (d) 0  (e) 4,d,-66,False
interpolate,comparison__kth_biggest.txt,Which is the second biggest value?  (a) -23  (b) -0.1996  (c) -0.5  (d) 0,b,-23,False
interpolate,comparison__kth_biggest_composed.txt,Let l = -168 - -151. Let k = l - -17.4. Let z = -6 + 10. Which is the smallest value?  (a) 3  (b) k  (c) 2/9  (d) z,c,-168,False
interpolate,comparison__kth_biggest_composed.txt,"Let k = 14.18 + -1.38. Let l = 12.4 - k. What is the biggest value in -3/2, 0, l?",0,14.18,False
interpolate,comparison__kth_biggest_composed.txt,"Let p = 153 + -124. Suppose 4*j - 30 = 5*w - j, -4*w - p = -5*j. What is the third smallest value in -0.2, w, -6?",-0.2,153,False
interpolate,comparison__kth_biggest_composed.txt,Let n = 282 - 78.2. Let h = 204 - n. Let q = -1/3 - 1/6. Which is the third smallest value?  (a) h  (b) q  (c) -3  (d) 0.5,a,282,False
interpolate,comparison__kth_biggest_composed.txt,Let u(s) = 6*s**2 - 6*s - 9. Let f be u(6). Let i be f*(-3 - (-12)/3). Let x = i - 1205/7. Which is the second biggest value?  (a) x  (b) 0  (c) 0.1  (d) -1/6,b,6,False
interpolate,comparison__kth_biggest_composed.txt,"Let s = -53/68 - -9/17. Let n(q) = q + 14. Let h be n(-7). Let r(m) = -m**3 + 6*m**2 + 7*m. Let i be r(h). What is the third smallest value in s, 0.4, i?",0.4,-53,False
interpolate,comparison__kth_biggest_composed.txt,"Let q be 12/16 - ((-8309)/5060 - -2). Let h = -2/253 - q. What is the third biggest value in -29, 0.1, h?",-29,12,False
interpolate,comparison__kth_biggest_composed.txt,Let g(p) = 4*p**2 + 37*p + 39. Let v be g(-8). Which is the smallest value?  (a) 0  (b) -0.5  (c) v  (d) -18  (e) 0.5,d,4,False
interpolate,comparison__kth_biggest_composed.txt,"Let d = -4 - -4. Suppose d*k - 15 = 3*k. Let x = 0.209 + -0.109. What is the smallest value in k, x, -1/3, -0.2?",k,-4,False
interpolate,comparison__kth_biggest_composed.txt,Let l be -4 + 10 + (-4 - -44)/(-5). Which is the biggest value?  (a) -4  (b) -1  (c) -18  (d) l,b,-4,False
interpolate,comparison__pair.txt,Which is smaller: 0.1662 or -1348?,-1348,0.1662,False
interpolate,comparison__pair.txt,Is -3020 at most -5613?,False,-3020,False
interpolate,comparison__pair.txt,Is 7445 smaller than 7683?,True,7445,False
interpolate,comparison__pair.txt,Which is bigger: -3/17973742 or 1?,1,-3,False
interpolate,comparison__pair.txt,Which is smaller: 0 or -963/27050?,-963/27050,0,False
interpolate,comparison__pair.txt,Which is smaller: -685 or 2812?,-685,-685,True
interpolate,comparison__pair.txt,Is -4774/3 < 0.079?,True,-4774,False
interpolate,comparison__pair.txt,Is 325072 != 325071?,True,325072,False
interpolate,comparison__pair.txt,Which is greater: -646207 or -646225?,-646207,-646207,True
interpolate,comparison__pair.txt,Which is smaller: -1253563/4 or -313390?,-1253563/4,-1253563,False
interpolate,comparison__pair_composed.txt,Let y = -823 - -822. Which is smaller: 9/466 or y?,y,-823,False
interpolate,comparison__pair_composed.txt,Suppose 147 = -8*v + 5*v. Let f = v - -295/6. Let x(b) = 9 - b. Let n be x(9). Is f less than or equal to n?,False,147,False
interpolate,comparison__pair_composed.txt,"Let y(u) = u**3 - 3*u**2 + 3*u - 1. Suppose 15 = 3*z, h = 5*z - 16 - 8. Let f be y(h). Is f < -54?",False,3,False
interpolate,comparison__pair_composed.txt,"Suppose 2*t + 2*a = 344, 2*t + a = 5*t - 516. Which is smaller: t or 512/3?",512/3,2,False
interpolate,comparison__pair_composed.txt,Suppose 13*t + 18 = 16*t. Suppose -t = -r - 6. Is r < 1/127?,True,13,False
interpolate,comparison__pair_composed.txt,Let s = -20518/9 - -2281. Let p be -1 + 1 + 6 + -4. Is p at least as big as s?,True,-20518,False
interpolate,comparison__pair_composed.txt,Let x(g) be the second derivative of g**4/12 - g**3/6 - 5*g**2 - 3*g. Let b(n) be the first derivative of x(n). Let l be b(0). Which is smaller: 1/8 or l?,l,4,False
interpolate,comparison__pair_composed.txt,Let n = -0.214 - -39.214. Let s = n - 33. Are s and -0.09 unequal?,True,-0.214,False
interpolate,comparison__pair_composed.txt,Let u = -567.7 + 743. Let c = 162 - u. Let w = 13 + c. Is -2/3 >= w?,False,-567.7,False
interpolate,comparison__pair_composed.txt,Let q = -956 - -955. Which is smaller: -4/1223 or q?,q,-956,False
interpolate,comparison__sort.txt,"Put -57, 11.5, -3/5, 0.76 in descending order.","11.5, 0.76, -3/5, -57",-57,False
interpolate,comparison__sort.txt,"Put 16, -719, -28, -5 in decreasing order.","16, -5, -28, -719",16,False
interpolate,comparison__sort.txt,"Put -2, -24998, 18, 0 in increasing order.","-24998, -2, 0, 18",-2,False
interpolate,comparison__sort.txt,"Put -28, -3, -4, 0, 9498 in descending order.","9498, 0, -3, -4, -28",-28,False
interpolate,comparison__sort.txt,"Sort 5, -6, 2, 0, 1, -1081 in descending order.","5, 2, 1, 0, -6, -1081",5,False
interpolate,comparison__sort.txt,"Put 0.247, 611, 36 in descending order.","611, 36, 0.247",0.247,False
interpolate,comparison__sort.txt,"Put -1, 312133, -2 in descending order.","312133, -1, -2",-1,False
interpolate,comparison__sort.txt,"Sort 7, 2, -5, 800.","-5, 2, 7, 800",7,False
interpolate,comparison__sort.txt,"Sort 5, -3, -5, -2, 8397 in increasing order.","-5, -3, -2, 5, 8397",5,False
interpolate,comparison__sort.txt,"Put -186, 1683, 3, -5 in decreasing order.","1683, 3, -5, -186",-186,False
interpolate,comparison__sort_composed.txt,"Let m = 7.173 + -7.373. Let p = -12 + 12.46. Let q = 0.06 - p. Sort m, q, -1.9, 0.1 in descending order.","0.1, m, q, -1.9",7.173,False
interpolate,comparison__sort_composed.txt,"Let k(s) = s**3 + 11*s**2 - 11*s + 14. Let b be k(-12). Suppose 11*f + 314 = 270. Put 3, b, 4, f in increasing order.","f, b, 3, 4",3,False
interpolate,comparison__sort_composed.txt,"Suppose 0 = 4*c - 2*t - 566, -3*t + 665 - 520 = c. Put 1, c, -4 in increasing order.","-4, 1, c",0,False
interpolate,comparison__sort_composed.txt,"Suppose u - 8 = -6. Suppose u*s - 9 = 1. Sort -2, 6, s, -1 in descending order.","6, s, -1, -2",8,False
interpolate,comparison__sort_composed.txt,"Let n = -55.5 + 63.44. Let h = n + 29.16. Let d = -37 + h. Put 4, d, 0 in decreasing order.","4, d, 0",-55.5,False
interpolate,comparison__sort_composed.txt,"Let a(f) = -f**2 - 7*f - 9. Let y be a(-6). Let t be (-246)/1722 + (-32)/(-28). Sort t, -7, 2, y.","-7, y, t, 2",2,False
interpolate,comparison__sort_composed.txt,"Let k = 30071/4216 - 4/527. Sort -5, -3/5, -1, k, -0.1.","-5, -1, -3/5, -0.1, k",30071,False
interpolate,comparison__sort_composed.txt,"Let g = -0.09464 - -0.79464. Let t = 9 + -1. Let k = t - 5. Sort 0.5, g, k in descending order.","k, g, 0.5",-0.09464,False
interpolate,comparison__sort_composed.txt,"Let s = 347390/1737 + 3132/193. Let i = s + -216. Sort i, 6/5, -5, 3.","-5, i, 6/5, 3",347390,False
interpolate,comparison__sort_composed.txt,"Suppose -5*t - 3*a - 19 = 0, -3*t + 9 = -0*a - 5*a. Suppose 5*l = 3*x + 8, 5*l - 8 = 4*x + 1. Let q = 3 - l. Sort t, -5, q in descending order.","q, t, -5",-5,False
interpolate,measurement__conversion.txt,How many millilitres are there in thirty-six fifths of a litre?,7200,365.25,False
interpolate,measurement__conversion.txt,What is 0.1500795 hours in seconds?,540.2862,0.1500795,False
interpolate,measurement__conversion.txt,What is 5/16 of a kilometer in centimeters?,31250,5,False
interpolate,measurement__conversion.txt,Convert 594.6504 hours to milliseconds.,2140741440,594.6504,False
interpolate,measurement__conversion.txt,What is 0.9415187um in millimeters?,0.0009415187,0.9415187,False
interpolate,measurement__conversion.txt,What is 721.4751ug in tonnes?,0.0000000007214751,721.4751,False
interpolate,measurement__conversion.txt,How many millennia are there in 0.6614645 centuries?,0.06614645,0.6614645,False
interpolate,measurement__conversion.txt,How many millilitres are there in 2/5 of a litre?,400,2,False
interpolate,measurement__conversion.txt,Convert 1.085751s to minutes.,0.01809585,1.085751,False
interpolate,measurement__conversion.txt,What is 29497.416 months in years?,2458.118,29497.416,False
interpolate,measurement__time.txt,How many minutes are there between 10:29 PM and 5:44 AM?,435,10,False
interpolate,measurement__time.txt,What is 632 minutes after 9:06 PM?,7:38 AM,632,False
interpolate,measurement__time.txt,How many minutes are there between 8:12 PM and 6:13 AM?,601,8,False
interpolate,measurement__time.txt,How many minutes are there between 12:53 AM and 4:00 AM?,187,12,False
interpolate,measurement__time.txt,What is 161 minutes after 7:34 AM?,10:15 AM,161,False
interpolate,measurement__time.txt,How many minutes are there between 2:19 PM and 2:41 PM?,22,2,False
interpolate,measurement__time.txt,How many minutes are there between 1:10 PM and 6:45 PM?,335,1,False
interpolate,measurement__time.txt,How many minutes are there between 1:01 PM and 10:15 PM?,554,1,False
interpolate,measurement__time.txt,How many minutes are there between 3:05 PM and 6:18 PM?,193,3,False
interpolate,measurement__time.txt,What is 108 minutes after 8:56 AM?,10:44 AM,108,False
interpolate,numbers__base_conversion.txt,What is -6c5c (base 13) in base 12?,-8a1b,-6,False
interpolate,numbers__base_conversion.txt,2153105 (base 6) to base 4,122123201,2153105,False
interpolate,numbers__base_conversion.txt,36b2a (base 15) to base 16,2aa30,36,False
interpolate,numbers__base_conversion.txt,Convert -1436662 (base 7) to base 4.,-233132230,-1436662,False
interpolate,numbers__base_conversion.txt,Convert -23114 (base 6) to base 10.,-3286,-23114,False
interpolate,numbers__base_conversion.txt,Convert 3333104 (base 6) to base 7.,1266265,3333104,False
interpolate,numbers__base_conversion.txt,Convert 24761 (base 15) to base 3.,12220200201,24761,False
interpolate,numbers__base_conversion.txt,Convert 1a419 (base 16) to base 15.,21cea,1,False
interpolate,numbers__base_conversion.txt,What is -22210210121 (base 3) in base 10?,-173356,-22210210121,False
interpolate,numbers__base_conversion.txt,What is 100001110000000100 (base 2) in base 3?,21000122011,100001110000000100,False
interpolate,numbers__div_remainder.txt,Calculate the remainder when 565971 is divided by 27.,24,565971,False
interpolate,numbers__div_remainder.txt,What is the remainder when 492899 is divided by 1463?,1331,492899,False
interpolate,numbers__div_remainder.txt,What is the remainder when 761114 is divided by 5249?,9,761114,False
interpolate,numbers__div_remainder.txt,Calculate the remainder when 337288 is divided by 331.,330,337288,False
interpolate,numbers__div_remainder.txt,What is the remainder when 84999 is divided by 792?,255,84999,False
interpolate,numbers__div_remainder.txt,What is the remainder when 17461 is divided by 1033?,933,17461,False
interpolate,numbers__div_remainder.txt,What is the remainder when 164503 is divided by 697?,11,164503,False
interpolate,numbers__div_remainder.txt,What is the remainder when 408254 is divided by 408194?,60,408254,False
interpolate,numbers__div_remainder.txt,Calculate the remainder when 42647 is divided by 1187.,1102,42647,False
interpolate,numbers__div_remainder.txt,Calculate the remainder when 1037148 is divided by 50.,48,1037148,False
interpolate,numbers__div_remainder_composed.txt,"Suppose -4*c - 5*m + 98 + 32 = 0, -3*c + 3*m = -111. Calculate the remainder when 99 is divided by c.",29,-4,False
interpolate,numbers__div_remainder_composed.txt,Let n = 723 - 418. What is the remainder when n is divided by 20?,5,723,False
interpolate,numbers__div_remainder_composed.txt,Suppose 10*y = -15 + 305. Suppose q + y = 182. What is the remainder when q is divided by 53?,47,10,False
